,x,y,button,time
0,642,163,left,0.2440052032470703
1,657,152,left,11.988496541976929
2,710,109,left,10.010499238967896
3,683,116,left,13.347503900527954
4,706,100,left,10.395498752593994
5,119,318,left,17.158003330230713
6,486,39,left,11.528498888015747
