,x,y,button,time
0,577,262,left,0.6863071918487549
1,671,376,left,1.0484063625335691
2,283,444,left,1.858231544494629
3,236,201,left,18.351098775863647
4,586,256,left,1.505568265914917
5,145,256,left,1.3708109855651855
6,188,255,left,0.5654792785644531
7,488,61,left,1.3235499858856201
