,x,y,button,time
0,1701,834,left,0.4628159999847412
1,1740,839,left,0.8174104690551758
2,177,955,left,1.4609971046447754
3,954,473,left,10.539284944534302
4,1698,947,left,1.515505313873291
5,1702,879,left,0.9464054107666016
6,1704,838,left,0.8801674842834473
7,701,519,left,1.2495949268341064
8,740,521,left,0.8353791236877441
9,1044,68,left,1.0528395175933838
