,x,y,button,time
0,578,259,left,0.7167491912841797
1,626,261,left,0.5913698673248291
2,162,445,left,1.6547558307647705
3,219,198,left,49.4629340171814
4,624,256,left,0.9547345638275146
5,94,293,left,1.1798858642578125
6,488,52,left,1.0691251754760742
